fir_id,fir_number,station_id,police_station,district,taluk,crime_type,ipc_sections,severity,registered_date,occurrence_date,occurrence_time,lat,lon,modus_operandi,status,io_officer,summary_text
FIR-0279,279/2025,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Assault / Hurt,IPC 323; IPC 324,low,2025-10-09,2025-10-08,07:58:00,12.09705,76.69332,the accused caused hurt with a wooden club following a prior enmity,under investigation,PSI Ravi Hegde,"Assault / Hurt reported at Nanjangud, Mysuru on 2025-10-08: the accused caused hurt with a wooden club following a prior enmity."
FIR-0280,280/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Chain Snatching,IPC 379; IPC 356,medium,2026-02-23,2026-02-23,12:36:00,13.08126,77.59277,suspects on a motorcycle without a number plate snatched the chain near a bus stop,chargesheeted,PSI Kiran Shetty,"Chain Snatching reported at Yelahanka, Bengaluru North on 2026-02-23: suspects on a motorcycle without a number plate snatched the chain near a bus stop."
FIR-0281,281/2026,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,Chain Snatching,IPC 379; IPC 356,medium,2026-01-25,2026-01-22,19:43:00,17.31679,76.81686,suspects on a motorcycle without a number plate snatched the chain near a bus stop,under investigation,PSI Shwetha Murthy,"Chain Snatching reported at Kalaburagi City, Kalaburagi on 2026-01-22: suspects on a motorcycle without a number plate snatched the chain near a bus stop."
FIR-0282,282/2025,PS-005,Krishnaraja Police Station,Mysuru,Krishnaraja,Assault / Hurt,IPC 323; IPC 324,low,2025-09-19,2025-09-16,22:29:00,12.3095,76.65181,a quarrel over a parking dispute escalated and the complainant was assaulted,chargesheeted,PSI Basavaraj Reddy,"Assault / Hurt reported at Krishnaraja, Mysuru on 2025-09-16: a quarrel over a parking dispute escalated and the complainant was assaulted."
FIR-0283,283/2026,PS-007,Hunsur Police Station,Mysuru,Hunsur,Narcotics (NDPS),NDPS 20; NDPS 22,high,2026-05-25,2026-05-25,04:59:00,12.30296,76.29775,the accused was found in possession of contraband during a vehicle check at a checkpost,under investigation,PSI Rakesh Prasad,"Narcotics (NDPS) reported at Hunsur, Mysuru on 2026-05-25: the accused was found in possession of contraband during a vehicle check at a checkpost."
FIR-0284,284/2025,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,Chain Snatching,IPC 379; IPC 356,medium,2025-12-19,2025-12-16,02:29:00,17.31502,76.82183,pillion rider snatched the mangalsutra while the complainant was walking on the footpath,chargesheeted,PSI Vidya Shetty,"Chain Snatching reported at Kalaburagi City, Kalaburagi on 2025-12-16: pillion rider snatched the mangalsutra while the complainant was walking on the footpath."
FIR-0285,285/2025,PS-007,Hunsur Police Station,Mysuru,Hunsur,Robbery,IPC 392; IPC 397,high,2025-06-07,2025-06-07,23:15:00,12.29765,76.29283,the suspects threatened the complainant with a knife and took cash and a mobile phone,chargesheeted,PSI Vidya Kamath,"Robbery reported at Hunsur, Mysuru on 2025-06-07: the suspects threatened the complainant with a knife and took cash and a mobile phone."
FIR-0286,286/2025,PS-005,Krishnaraja Police Station,Mysuru,Krishnaraja,Assault / Hurt,IPC 323; IPC 324,low,2025-03-01,2025-02-27,01:10:00,12.29194,76.63811,a quarrel over a parking dispute escalated and the complainant was assaulted,under investigation,PSI Harish Bhat,"Assault / Hurt reported at Krishnaraja, Mysuru on 2025-02-27: a quarrel over a parking dispute escalated and the complainant was assaulted."
FIR-0287,287/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,House Burglary,IPC 454; IPC 457; IPC 380,medium,2026-04-09,2026-04-07,20:28:00,13.10272,77.57777,entry was gained through an unsecured rear window and the almirah was ransacked,chargesheeted,PSI Lokesh Swamy,"House Burglary reported at Yelahanka, Bengaluru North on 2026-04-07: entry was gained through an unsecured rear window and the almirah was ransacked."
FIR-0288,288/2025,PS-003,Peenya Police Station,Bengaluru North,Peenya,Narcotics (NDPS),NDPS 20; NDPS 22,high,2025-09-21,2025-09-18,14:53:00,13.0255,77.53193,a tip-off led to the seizure of contraband from a rented room,closed,PSI Naveen Shetty,"Narcotics (NDPS) reported at Peenya, Bengaluru North on 2025-09-18: a tip-off led to the seizure of contraband from a rented room."
FIR-0289,289/2024,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2024-09-02,2024-09-01,17:24:00,12.13163,76.66137,payment was collected for goods advertised online which were never delivered,chargesheeted,PSI Ravi Desai,"Cheating / Online Fraud reported at Nanjangud, Mysuru on 2024-09-01: payment was collected for goods advertised online which were never delivered."
FIR-0290,290/2024,PS-010,Chittapur Police Station,Kalaburagi,Chittapur,Assault / Hurt,IPC 323; IPC 324,low,2024-10-17,2024-10-16,13:21:00,17.12929,77.07622,a quarrel over a parking dispute escalated and the complainant was assaulted,chargesheeted,PSI Imran Reddy,"Assault / Hurt reported at Chittapur, Kalaburagi on 2024-10-16: a quarrel over a parking dispute escalated and the complainant was assaulted."
FIR-0291,291/2025,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Chain Snatching,IPC 379; IPC 356,medium,2025-04-14,2025-04-14,03:05:00,13.03102,77.59985,pillion rider snatched the mangalsutra while the complainant was walking on the footpath,under investigation,PSI Manjunath Achar,"Chain Snatching reported at Hebbal, Bengaluru North on 2025-04-14: pillion rider snatched the mangalsutra while the complainant was walking on the footpath."
FIR-0292,292/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Narcotics (NDPS),NDPS 20; NDPS 22,high,2026-05-06,2026-05-06,19:55:00,13.10676,77.57618,the accused was found in possession of contraband during a vehicle check at a checkpost,chargesheeted,PSI Nandini Naik,"Narcotics (NDPS) reported at Yelahanka, Bengaluru North on 2026-05-06: the accused was found in possession of contraband during a vehicle check at a checkpost."
FIR-0293,293/2026,PS-005,Krishnaraja Police Station,Mysuru,Krishnaraja,Chain Snatching,IPC 379; IPC 356,medium,2026-03-19,2026-03-18,09:36:00,12.28671,76.66247,pillion rider snatched the mangalsutra while the complainant was walking on the footpath,under investigation,PSI Basavaraj Bhat,"Chain Snatching reported at Krishnaraja, Mysuru on 2026-03-18: pillion rider snatched the mangalsutra while the complainant was walking on the footpath."
FIR-0294,294/2025,PS-002,Hebbal Police Station,Bengaluru North,Hebbal,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2025-11-10,2025-11-08,08:00:00,13.04786,77.57662,the suspect posed as a bank official and obtained the OTP over a phone call,under investigation,PSI Suresh Prasad,"Cheating / Online Fraud reported at Hebbal, Bengaluru North on 2025-11-08: the suspect posed as a bank official and obtained the OTP over a phone call."
FIR-0295,295/2026,PS-009,Aland Police Station,Kalaburagi,Aland,Vehicle Theft,IPC 379,low,2026-02-26,2026-02-24,16:35:00,17.5511,76.57112,the vehicle was taken from an unattended parking lot after the steering lock was broken,chargesheeted,PSI Ananya Reddy,"Vehicle Theft reported at Aland, Kalaburagi on 2026-02-24: the vehicle was taken from an unattended parking lot after the steering lock was broken."
FIR-0296,296/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Chain Snatching,IPC 379; IPC 356,medium,2026-06-15,2026-06-15,12:59:00,13.11524,77.57714,pillion rider snatched the mangalsutra while the complainant was walking on the footpath,chargesheeted,PSI Rakesh Prasad,"Chain Snatching reported at Yelahanka, Bengaluru North on 2026-06-15: pillion rider snatched the mangalsutra while the complainant was walking on the footpath."
FIR-0297,297/2026,PS-006,Nanjangud Police Station,Mysuru,Nanjangud,Robbery,IPC 392; IPC 397,high,2026-05-21,2026-05-19,15:27:00,12.1047,76.68736,an armed group waylaid the complainant on a deserted stretch and robbed the collection amount,chargesheeted,PSI Pooja Gowda,"Robbery reported at Nanjangud, Mysuru on 2026-05-19: an armed group waylaid the complainant on a deserted stretch and robbed the collection amount."
FIR-0298,298/2025,PS-008,Kalaburagi City Police Station,Kalaburagi,Kalaburagi City,Cheating / Online Fraud,IPC 420; IPC 66D IT Act,medium,2025-04-26,2025-04-23,18:45:00,17.32815,76.83641,the suspect posed as a bank official and obtained the OTP over a phone call,under investigation,PSI Shwetha Prasad,"Cheating / Online Fraud reported at Kalaburagi City, Kalaburagi on 2025-04-23: the suspect posed as a bank official and obtained the OTP over a phone call."
FIR-0299,299/2026,PS-001,Yelahanka Police Station,Bengaluru North,Yelahanka,Chain Snatching,IPC 379; IPC 356,medium,2026-04-07,2026-04-06,19:10:00,13.08444,77.6112,pillion rider snatched the mangalsutra while the complainant was walking on the footpath,chargesheeted,PSI Kavitha Bhat,"Chain Snatching reported at Yelahanka, Bengaluru North on 2026-04-06: pillion rider snatched the mangalsutra while the complainant was walking on the footpath."
FIR-0300,300/2024,PS-005,Krishnaraja Police Station,Mysuru,Krishnaraja,House Burglary,IPC 454; IPC 457; IPC 380,medium,2024-12-13,2024-12-12,16:37:00,12.30058,76.65938,the grill of the ventilator was cut and gold ornaments and cash were taken,under investigation,PSI Vinay Hegde,"House Burglary reported at Krishnaraja, Mysuru on 2024-12-12: the grill of the ventilator was cut and gold ornaments and cash were taken."
